disease	IngenuityCanonicalPathways	pvalue
SS_inflamed	Bladder Cancer Signaling	0.167260911581587
SS_inflamed	Breast Cancer Regulation by Stathmin1	0.507172740186938
SS_inflamed	CCR3 Signaling in Eosinophils	0.391611693590742
SS_inflamed	CD27 Signaling in Lymphocytes	0.0309029543251359
SS_inflamed	CD28 Signaling in T Helper Cells	0.0216611795762298
SS_inflamed	CD40 Signaling	0.00138038426460285
SS_inflamed	CDC42 Signaling	0.00839929451115107
SS_inflamed	CDK5 Signaling	0.402717034325459
SS_inflamed	CNTF Signaling	0.0934821398442844
SS_inflamed	CREB Signaling in Neurons	0.680298436027428
SS_inflamed	CTLA4 Signaling in Cytotoxic T Lymphocytes	0.121994050644693
SS_inflamed	CXCR4 Signaling	0.334195040026114
SS_inflamed	Calcium Signaling	0.479733448636689
SS_inflamed	Calcium-induced T Lymphocyte Apoptosis	0.0193667775671543
SS_inflamed	Cancer Drug Resistance By Drug Efflux	0.162929603263972
SS_inflamed	Cardiac Hypertrophy Signaling	0.097723722095581
SS_inflamed	Cardiac Hypertrophy Signaling (Enhanced)	0.172328592636677
SS_inflamed	Cardiac β-adrenergic Signaling	1
SS_inflamed	Cardiomyocyte Differentiation via BMP Receptors	0.0301995172040201
SS_inflamed	Caveolar-mediated Endocytosis Signaling	0.00377501468644714
SS_inflamed	Cell Cycle Control of Chromosomal Replication	0.503500608787905
SS_inflamed	Cell Cycle Regulation by BTG Family Proteins	0.370680721782576
SS_inflamed	Cell Cycle: G1/S Checkpoint Regulation	0.286229480165391
SS_inflamed	Cell Cycle: G2/M DNA Damage Checkpoint Regulation	0.109900583943252
SS_inflamed	Cellular Effects of Sildenafil (Viagra)	1
SS_inflamed	Ceramide Signaling	0.0257039578276886
SS_inflamed	Chemokine Signaling	0.333986779021259
SS_inflamed	Cholecystokinin/Gastrin-mediated Signaling	0.428548520397439
SS_inflamed	Chondroitin Sulfate Degradation (Metazoa)	0.161064563517827
SS_inflamed	Chronic Myeloid Leukemia Signaling	0.0539687500485687
SS_inflamed	Clathrin-mediated Endocytosis Signaling	1
SS_inflamed	Colorectal Cancer Metastasis Signaling	0.0717075948165494
SS_inflamed	Communication between Innate and Adaptive Immune Cells	0.105500237458185
SS_inflamed	Complement System	1.84350745779938e-09
SS_inflamed	Coronavirus Pathogenesis Pathway	7.36024477612229e-05
SS_inflamed	Coronavirus Replication Pathway	0.162901739430616
SS_inflamed	Corticotropin Releasing Hormone Signaling	1
SS_inflamed	Crosstalk between Dendritic Cells and Natural Killer Cells	0.000632414255033242
SS_inflamed	Cyclins and Cell Cycle Regulation	0.195695930267887
SS_inflamed	Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	0.0151356124843621
SS_inflamed	D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	0.201836636368156
SS_inflamed	D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	0.277971326775929
SS_inflamed	D-myo-inositol (1,4,5)-trisphosphate Degradation	0.191866874067029
SS_inflamed	D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	0.103401905214621
SS_inflamed	D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	0.103401905214621
SS_inflamed	D-myo-inositol-5-phosphate Metabolism	0.138349544082522
SS_inflamed	DNA Double-Strand Break Repair by Non-Homologous End Joining	0.161064563517827
SS_inflamed	DNA Methylation and Transcriptional Repression Signaling	0.0660693448007597
SS_inflamed	Death Receptor Signaling	0.327340694878838
SS_inflamed	Dendritic Cell Maturation	3.27337658234672e-05
SS_inflamed	Dermatan Sulfate Biosynthesis	0.497737084978936
SS_inflamed	Dermatan Sulfate Biosynthesis (Late Stages)	0.409260659730011
SS_inflamed	Dermatan Sulfate Degradation (Metazoa)	0.171001531509029
SS_inflamed	Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	0.0524807460249772
SS_inflamed	Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	0.0407380277804112
SS_inflamed	Dilated Cardiomyopathy Signaling Pathway	0.447085108517126
SS_inflamed	Docosahexaenoic Acid (DHA) Signaling	0.00790775527898213
SS_inflamed	Dopamine Receptor Signaling	0.615176872709868
SS_inflamed	Dopamine-DARPP32 Feedback in cAMP Signaling	0.379314984973682
SS_inflamed	EGF Signaling	0.0244559733298232
SS_inflamed	EIF2 Signaling	0.125892541179417
SS_inflamed	ERB2-ERBB3 Signaling	0.00120226443461746
SS_inflamed	ERBB Signaling	0.0288403150312661
SS_inflamed	ERBB4 Signaling	0.0489778819368446
SS_inflamed	ERK/MAPK Signaling	0.0286372199649478
SS_inflamed	ERK5 Signaling	0.0602559586074358
SS_inflamed	Endocannabinoid Cancer Inhibition Pathway	0.264801314310597
SS_inflamed	Endocannabinoid Developing Neuron Pathway	0.19815270258051
SS_inflamed	Endocannabinoid Neuronal Synapse Pathway	0.544502652842421
SS_inflamed	Endometrial Cancer Signaling	0.00660693448007599
SS_inflamed	Endothelin-1 Signaling	0.409260659730011
SS_inflamed	Ephrin A Signaling	0.444631267469109
SS_inflamed	Ephrin Receptor Signaling	1
SS_inflamed	Epithelial Adherens Junction Signaling	0.304088502567628
SS_inflamed	Erythropoietin Signaling Pathway	0.0368978569254389
SS_inflamed	Estrogen Receptor Signaling	0.562027862773605
SS_inflamed	Estrogen-Dependent Breast Cancer Signaling	0.0707945784384139
SS_inflamed	Estrogen-mediated S-phase Entry	0.0588843655355589
SS_inflamed	FAK Signaling	0.0575439937337157
SS_inflamed	FAT10 Cancer Signaling Pathway	0.465586093522959
SS_inflamed	FAT10 Signaling Pathway	0.000269153480392692
SS_inflamed	FGF Signaling	1
SS_inflamed	FLT3 Signaling in Hematopoietic Progenitor Cells	0.0022859064842079
SS_inflamed	FXR/RXR Activation	0.251767692775886
SS_inflamed	Factors Promoting Cardiogenesis in Vertebrates	0.544502652842421
SS_inflamed	Fc Epsilon RI Signaling	0.0602559586074358
SS_inflamed	Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	1
SS_inflamed	FcγRIIB Signaling in B Lymphocytes	0.0199526231496888
SS_inflamed	Ferroptosis Signaling Pathway	0.359337023066764
SS_inflamed	G Beta Gamma Signaling	0.216770410481969
SS_inflamed	G-Protein Coupled Receptor Signaling	0.37667404165489
SS_inflamed	GABA Receptor Signaling	1
SS_inflamed	GADD45 Signaling	0.0436515832240165
SS_inflamed	GDNF Family Ligand-Receptor Interactions	0.243781081836875
SS_inflamed	GDP-L-fucose Biosynthesis II (from L-fucose)	0.0245470891568503
SS_inflamed	GM-CSF Signaling	0.0487073174410856
SS_inflamed	GNRH Signaling	0.199986186963274
SS_inflamed	GP6 Signaling Pathway	0.0691830970918936
SS_inflamed	Gap Junction Signaling	0.0954992586021436
SS_inflamed	Germ Cell-Sertoli Cell Junction Signaling	0.0177827941003892
SS_inflamed	Glioblastoma Multiforme Signaling	0.203623138503191
SS_inflamed	Glioma Invasiveness Signaling	0.22080047330189
SS_inflamed	Glioma Signaling	0.0835260274231884
SS_inflamed	Glucocorticoid Receptor Signaling	2.36920796159446e-06
SS_inflamed	Gluconeogenesis I	0.269153480392692
SS_inflamed	Glutamate Receptor Signaling	0.55718574893193
SS_inflamed	Glycine Cleavage Complex	0.0724435960074991
SS_inflamed	Glycolysis I	0.260015956316527
SS_inflamed	Graft-versus-Host Disease Signaling	0.00234422881531993
SS_inflamed	Granulocyte Adhesion and Diapedesis	0.00758577575029185
SS_inflamed	Granzyme A Signaling	0.191866874067029
SS_inflamed	Growth Hormone Signaling	0.147523457774423
SS_inflamed	Gustation Pathway	0.444631267469109
SS_inflamed	Gα12/13 Signaling	0.00141253754462278
SS_inflamed	Gαi Signaling	1
SS_inflamed	Gαq Signaling	0.338064836205982
SS_inflamed	Gαs Signaling	1
SS_inflamed	HER-2 Signaling in Breast Cancer	0.226810058831206
SS_inflamed	HGF Signaling	0.103591042827482
SS_inflamed	HIF1α Signaling	0.318246040577475
SS_inflamed	HIPPO signaling	1
SS_inflamed	HMGB1 Signaling	0.0787106759170598
SS_inflamed	HOTAIR Regulatory Pathway	0.176605507834947
SS_inflamed	Hematopoiesis from Pluripotent Stem Cells	1
SS_inflamed	Hepatic Cholestasis	0.00686777855785647
SS_inflamed	Hepatic Fibrosis / Hepatic Stellate Cell Activation	0.00196305779804617
SS_inflamed	Hepatic Fibrosis Signaling Pathway	0.237034553752327
SS_inflamed	Hereditary Breast Cancer Signaling	0.253971060031
SS_inflamed	Human Embryonic Stem Cell Pluripotency	0.0537031796370253
SS_inflamed	Huntington's Disease Signaling	0.00428324590489448
SS_inflamed	Hypoxia Signaling in the Cardiovascular System	0.595662143529011
SS_inflamed	ICOS-ICOSL Signaling in T Helper Cells	0.00201632253608586
SS_inflamed	IGF-1 Signaling	0.0407380277804112
SS_inflamed	IL-1 Signaling	0.240260203433347
SS_inflamed	IL-10 Signaling	0.311110948459892
SS_inflamed	IL-12 Signaling and Production in Macrophages	0.0516646300558992
SS_inflamed	IL-15 Production	0.187066728566128
SS_inflamed	IL-15 Signaling	0.512285295852361
SS_inflamed	IL-17 Signaling	0.0303547080860853
SS_inflamed	IL-17A Signaling in Airway Cells	0.0106395232092109
SS_inflamed	IL-17A Signaling in Fibroblasts	0.379314984973682
SS_inflamed	IL-17A Signaling in Gastric Cells	0.083680885708878
SS_inflamed	IL-2 Signaling	0.0335049555885377
SS_inflamed	IL-22 Signaling	0.0537031796370253
SS_inflamed	IL-23 Signaling Pathway	0.0142293828590623
SS_inflamed	IL-3 Signaling	0.0195582107213418
SS_inflamed	IL-4 Signaling	3.41514043955549e-06
SS_inflamed	IL-6 Signaling	0.096626190518633
SS_inflamed	IL-7 Signaling Pathway	2.04395917218214e-05
SS_inflamed	IL-8 Signaling	0.103970286107254
SS_inflamed	IL-9 Signaling	0.00197929743536307
SS_inflamed	ILK Signaling	0.281087324287601
SS_inflamed	Induction of Apoptosis by HIV1	0.117873443429282
SS_inflamed	Inflammasome pathway	0.0457088189614875
SS_inflamed	Inhibition of ARE-Mediated mRNA Degradation Pathway	0.00270496990958846
SS_inflamed	Insulin Receptor Signaling	0.091201083935591
SS_inflamed	Insulin Secretion Signaling Pathway	0.13040283796069
SS_inflamed	Integrin Signaling	1
SS_inflamed	Interferon Signaling	1.55542245749984e-13
SS_inflamed	Iron homeostasis signaling pathway	0.230144181740851
SS_inflamed	JAK/STAT Signaling	0.000207846280152135
SS_inflamed	Kinetochore Metaphase Signaling Pathway	1
SS_inflamed	LPS-stimulated MAPK Signaling	0.0213796208950223
SS_inflamed	LPS/IL-1 Mediated Inhibition of RXR Function	0.0756941621759608
SS_inflamed	LXR/RXR Activation	0.00295120922666636
SS_inflamed	Leptin Signaling in Obesity	0.599791076255509
SS_inflamed	Leukocyte Extravasation Signaling	0.418793565117918
SS_inflamed	Lipid Antigen Presentation by CD1	0.3926449353996
SS_inflamed	Lymphotoxin β Receptor Signaling	0.0231984088239945
SS_inflamed	MIF Regulation of Innate Immunity	0.0143143283252339
SS_inflamed	MIF-mediated Glucocorticoid Regulation	0.00892069457667488
SS_inflamed	MSP-RON Signaling In Cancer Cells Pathway	0.0281838293126445
SS_inflamed	MSP-RON Signaling In Macrophages Pathway	0.00773467441727449
SS_inflamed	MSP-RON Signaling Pathway	0.516416369272071
SS_inflamed	MYC Mediated Apoptosis Signaling	0.109900583943252
SS_inflamed	Macropinocytosis Signaling	0.243781081836875
SS_inflamed	Melanocyte Development and Pigmentation Signaling	0.327340694878838
SS_inflamed	Melanoma Signaling	0.0186557883848028
SS_inflamed	Melatonin Signaling	0.583445104273745
SS_inflamed	Methylglyoxal Degradation III	0.171001531509029
SS_inflamed	Mismatch Repair in Eukaryotes	0.181970085860998
SS_inflamed	Mitochondrial Dysfunction	1
SS_inflamed	Mitotic Roles of Polo-Like Kinase	0.545757861091271
SS_inflamed	Molecular Mechanisms of Cancer	0.121994050644693
SS_inflamed	Mouse Embryonic Stem Cell Pluripotency	0.0398107170553497
SS_inflamed	Myo-inositol Biosynthesis	0.0602559586074358
SS_inflamed	NAD Signaling Pathway	0.107894672222983
SS_inflamed	NER (Nucleotide Excision Repair, Enhanced Pathway)	0.133967668742593
SS_inflamed	NF-κB Activation by Viruses	0.0741310241300918
SS_inflamed	NF-κB Signaling	0.120460671304479
SS_inflamed	NGF Signaling	0.0738818515842349
SS_inflamed	NRF2-mediated Oxidative Stress Response	0.269153480392692
SS_inflamed	NUR77 Signaling in T Lymphocytes	0.00373671362886752
SS_inflamed	Natural Killer Cell Signaling	0.000399041008198875
SS_inflamed	Necroptosis Signaling Pathway	0.196714102429648
SS_inflamed	Netrin Signaling	0.595662143529011
SS_inflamed	Neuregulin Signaling	0.0144543977074593
SS_inflamed	Neuroinflammation Signaling Pathway	2.58351974369297e-06
SS_inflamed	Neuropathic Pain Signaling In Dorsal Horn Neurons	1
SS_inflamed	Neuroprotective Role of THOP1 in Alzheimer's Disease	0.0275422870333817
SS_inflamed	Neurotrophin/TRK Signaling	0.014791083881682
SS_inflamed	Nitric Oxide Signaling in the Cardiovascular System	1
SS_inflamed	Non-Small Cell Lung Cancer Signaling	0.00107151930523763
SS_inflamed	Nucleotide Excision Repair Pathway	0.354813389233575
SS_inflamed	OX40 Signaling Pathway	0.0022859064842079
SS_inflamed	Oncostatin M Signaling	0.0539687500485687
SS_inflamed	Opioid Signaling Pathway	0.127057410520854
SS_inflamed	Osteoarthritis Pathway	0.142869119849013
SS_inflamed	Ovarian Cancer Signaling	0.0134896288259165
SS_inflamed	Oxidative Phosphorylation	1
SS_inflamed	P2Y Purigenic Receptor Signaling Pathway	0.475335225942805
SS_inflamed	PAK Signaling	0.179060585403529
SS_inflamed	PD-1, PD-L1 cancer immunotherapy pathway	8.84832246583755e-07
SS_inflamed	PDGF Signaling	0.0843030241067064
SS_inflamed	PEDF Signaling	0.0870963589956081
SS_inflamed	PFKFB4 Signaling Pathway	0.437522105158252
SS_inflamed	PI3K Signaling in B Lymphocytes	0.00741310241300919
SS_inflamed	PI3K/AKT Signaling	0.000407499849206072
SS_inflamed	PKCθ Signaling in T Lymphocytes	0.0172749555438646
SS_inflamed	PPAR Signaling	0.282016427139939
SS_inflamed	PPARα/RXRα Activation	0.242704368440384
SS_inflamed	PTEN Signaling	0.0222202593018008
SS_inflamed	Pancreatic Adenocarcinoma Signaling	0.00549843662046678
SS_inflamed	Paxillin Signaling	0.381065823393773
SS_inflamed	Phagosome Formation	0.228745860537579
SS_inflamed	Phagosome Maturation	1.01493094909477e-05
SS_inflamed	Phospholipase C Signaling	1
SS_inflamed	Phototransduction Pathway	0.485288500162121
SS_inflamed	Polyamine Regulation in Colon Cancer	0.00183399957578079
SS_inflamed	Primary Immunodeficiency Signaling	0.000286917974146261
SS_inflamed	Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	0.0222202593018008
SS_inflamed	Prolactin Signaling	0.0843030241067064
SS_inflamed	Prostate Cancer Signaling	0.00467462954853937
SS_inflamed	Protein Kinase A Signaling	0.0751321033061252
SS_inflamed	Protein Ubiquitination Pathway	8.05874734499668e-07
SS_inflamed	Purine Nucleotides De Novo Biosynthesis II	0.129121927361353
SS_inflamed	Pyridoxal 5'-phosphate Salvage Pathway	0.194088587759278
SS_inflamed	RAC Signaling	0.091201083935591
SS_inflamed	RANK Signaling in Osteoclasts	0.00762646923719101
SS_inflamed	RAR Activation	0.148312514615894
SS_inflamed	RHOA Signaling	0.449779854893288
SS_inflamed	RHOGDI Signaling	0.271019163189084
SS_inflamed	Rapoport-Luebering Glycolytic Shunt	0.0602559586074358
SS_inflamed	Reelin Signaling in Neurons	0.0204173794466953
SS_inflamed	Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	0.0649299778765646
SS_inflamed	Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	1
SS_inflamed	Regulation of Actin-based Motility by Rho	0.398107170553497
SS_inflamed	Regulation of Cellular Mechanics by Calpain Protease	0.299226463660819
SS_inflamed	Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	0.41399967481973
SS_inflamed	Regulation of eIF4 and p70S6K Signaling	0.174984668862466
SS_inflamed	Regulation of the Epithelial-Mesenchymal Transition Pathway	0.0107151930523761
SS_inflamed	Relaxin Signaling	0.287078058202469
SS_inflamed	Remodeling of Epithelial Adherens Junctions	0.19815270258051
SS_inflamed	Renal Cell Carcinoma Signaling	0.252929799644614
SS_inflamed	Renin-Angiotensin Signaling	0.343182785811859
SS_inflamed	Retinoic acid Mediated Apoptosis Signaling	0.510504999975406
SS_inflamed	Role of BRCA1 in DNA Damage Response	0.00892069457667488
SS_inflamed	Role of CHK Proteins in Cell Cycle Checkpoint Control	0.096626190518633
SS_inflamed	Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	1.14815362151077e-06
SS_inflamed	Role of IL-17A in Arthritis	0.096626190518633
SS_inflamed	Role of IL-17A in Psoriasis	0.000467735141287173
SS_inflamed	Role of IL-17F in Allergic Inflammatory Airway Diseases	0.173237136530609
SS_inflamed	Role of JAK family kinases in IL-6-type Cytokine Signaling	0.0562341325190349
SS_inflamed	Role of JAK1 and JAK3 in γc Cytokine Signaling	0.00467462954853937
SS_inflamed	Role of JAK1, JAK2 and TYK2 in Interferon Signaling	0.00400489340354426
SS_inflamed	Role of JAK2 in Hormone-like Cytokine Signaling	0.0707945784384139
SS_inflamed	Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	0.0205836525604345
SS_inflamed	Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	0.151238786089634
SS_inflamed	Role of MAPK Signaling in the Pathogenesis of Influenza	0.17940515987134
SS_inflamed	Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	0.0422884196850364
SS_inflamed	Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	0.0162181009735893
SS_inflamed	Role of NFAT in Cardiac Hypertrophy	0.134896288259165
SS_inflamed	Role of NFAT in Regulation of the Immune Response	0.0370402284541712
SS_inflamed	Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	0.000114959229586375
SS_inflamed	Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	0.184926861897808
SS_inflamed	Role of PKR in Interferon Induction and Antiviral Response	8.55920671559707e-05
SS_inflamed	Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	0.00188380992471093
SS_inflamed	Role of RIG1-like Receptors in Antiviral Innate Immunity	0.0143143283252339
SS_inflamed	Role of Tissue Factor in Cancer	0.170823898724304
SS_inflamed	Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	0.605340874753914
SS_inflamed	Role of p14/p19ARF in Tumor Suppression	0.295801246655155
SS_inflamed	SAPK/JNK Signaling	0.84978289505543
SS_inflamed	SPINK1 General Cancer Pathway	0.00707945784384134
SS_inflamed	SPINK1 Pancreatic Cancer Pathway	0.497737084978936
SS_inflamed	STAT3 Pathway	0.00304619889076596
SS_inflamed	Salvage Pathways of Pyrimidine Ribonucleotides	1
SS_inflamed	Semaphorin Neuronal Repulsive Signaling Pathway	0.269773943244492
SS_inflamed	Senescence Pathway	0.0165404068493408
SS_inflamed	Serotonin Receptor Signaling	0.0954992586021436
SS_inflamed	Sertoli Cell-Sertoli Cell Junction Signaling	0.107894672222983
SS_inflamed	Signaling by Rho Family GTPases	0.114024978756117
SS_inflamed	Sirtuin Signaling Pathway	0.255677929506213
SS_inflamed	Small Cell Lung Cancer Signaling	0.11297959146728
SS_inflamed	Sperm Motility	1
SS_inflamed	Sphingosine-1-phosphate Signaling	1
SS_inflamed	Spliceosomal Cycle	0.459198012836868
SS_inflamed	Stearate Biosynthesis I (Animals)	0.478630092322638
SS_inflamed	Sumoylation Pathway	0.269242634053036
SS_inflamed	Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	0.0331131121482591
SS_inflamed	Superpathway of Inositol Phosphate Compounds	0.0554189032255857
SS_inflamed	Synaptic Long Term Depression	1
SS_inflamed	Synaptic Long Term Potentiation	0.465586093522959
SS_inflamed	Synaptogenesis Signaling Pathway	0.184926861897808
SS_inflamed	Systemic Lupus Erythematosus In B Cell Signaling Pathway	0.000289343032809142
SS_inflamed	Systemic Lupus Erythematosus In T Cell Signaling Pathway	0.0165404068493408
SS_inflamed	Systemic Lupus Erythematosus Signaling	0.592637673339284
SS_inflamed	T Cell Exhaustion Signaling Pathway	1.13747111392115e-05
SS_inflamed	T Cell Receptor Signaling	0.00493811811574563
SS_inflamed	T Helper Cell Differentiation	0.000382641639353976
SS_inflamed	TEC Kinase Signaling	0.546669222308278
SS_inflamed	TGF-β Signaling	0.112035518742598
SS_inflamed	TNFR1 Signaling	0.465586093522959
SS_inflamed	TNFR2 Signaling	0.322106879128343
SS_inflamed	TR/RXR Activation	1
SS_inflamed	TREM1 Signaling	0.154170045294956
SS_inflamed	TWEAK Signaling	0.363078054770101
SS_inflamed	Telomerase Signaling	0.00223939641691218
SS_inflamed	Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	0.0602559586074358
SS_inflamed	Th1 Pathway	9.18133439054003e-07
SS_inflamed	Th1 and Th2 Activation Pathway	6.84594558264529e-07
SS_inflamed	Th17 Activation Pathway	0.411385318264209
SS_inflamed	Th2 Pathway	4.43308121025332e-05
SS_inflamed	Thrombin Signaling	0.114024978756117
SS_inflamed	Thrombopoietin Signaling	0.117873443429282
SS_inflamed	Thyroid Cancer Signaling	0.248885731828239
SS_inflamed	Tight Junction Signaling	0.379314984973682
SS_inflamed	Toll-like Receptor Signaling	0.0492667718902111
SS_inflamed	Transcriptional Regulatory Network in Embryonic Stem Cells	0.492039535681451
SS_inflamed	Tumor Microenvironment Pathway	0.115966901272119
SS_inflamed	Tumoricidal Function of Hepatic Natural Killer Cells	0.0537031796370253
SS_inflamed	Type I Diabetes Mellitus Signaling	0.000747288323493356
SS_inflamed	Type II Diabetes Mellitus Signaling	0.118032063565173
SS_inflamed	UVA-Induced MAPK Signaling	0.115128758601297
SS_inflamed	UVB-Induced MAPK Signaling	0.00398107170553497
SS_inflamed	UVC-Induced MAPK Signaling	0.132129563418657
SS_inflamed	Unfolded protein response	0.219959411778426
SS_inflamed	VDR/RXR Activation	0.0138038426460289
SS_inflamed	VEGF Family Ligand-Receptor Interactions	0.281190083039894
SS_inflamed	VEGF Signaling	0.121059813355048
SS_inflamed	Virus Entry via Endocytic Pathways	0.00562231851158101
SS_inflamed	WNT/β-catenin Signaling	1
SS_inflamed	Xenobiotic Metabolism CAR Signaling Pathway	0.358096437102636
SS_inflamed	Xenobiotic Metabolism General Signaling Pathway	0.0933254300796991
SS_inflamed	Xenobiotic Metabolism Signaling	0.248885731828239
SS_inflamed	cAMP-mediated signaling	0.775737155951303
SS_inflamed	eNOS Signaling	0.566239289038253
SS_inflamed	fMLP Signaling in Neutrophils	0.0794328234724282
SS_inflamed	iNOS Signaling	0.000220958531600202
SS_inflamed	mTOR Signaling	0.250034536169643
SS_inflamed	nNOS Signaling in Neurons	0.437522105158252
SS_inflamed	p38 MAPK Signaling	0.071040646011894
SS_inflamed	p53 Signaling	0.0113415533101473
SS_inflamed	p70S6K Signaling	0.00276665551203881
SS_inflamed	α-Adrenergic Signaling	1
SSc_inflamed	1,25-dihydroxyvitamin D3 Biosynthesis	0.115877735615513
SSc_inflamed	14-3-3-mediated Signaling	2.36920796159446e-06
SSc_inflamed	1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	0.0953919248869302
SSc_inflamed	1D-myo-inositol Hexakisphosphate Biosynthesis V (from Ins(1,3,4)P3)	0.115877735615513
SSc_inflamed	2-ketoglutarate Dehydrogenase Complex	0.55816587808048
SSc_inflamed	3-phosphoinositide Biosynthesis	4.91101660856641e-05
SSc_inflamed	3-phosphoinositide Degradation	4.7325238953233e-06
SSc_inflamed	4-1BB Signaling in T Lymphocytes	7.05371042066805e-05
SSc_inflamed	4-aminobutyrate Degradation I	0.0316227766016838
SSc_inflamed	4-hydroxyproline Degradation I	0.380189396320561
SSc_inflamed	5-aminoimidazole Ribonucleotide Biosynthesis I	0.115877735615513
SSc_inflamed	AMPK Signaling	2.85171456670952e-07
SSc_inflamed	ATM Signaling	5.77728781592235e-07
SSc_inflamed	Acetate Conversion to Acetyl-CoA	0.199986186963274
SSc_inflamed	Acetone Degradation I (to Methylglyoxal)	0.844199928757059
SSc_inflamed	Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	0.192669524481888
SSc_inflamed	Actin Cytoskeleton Signaling	1.20452961216433e-06
SSc_inflamed	Actin Nucleation by ARP-WASP Complex	0.00023788002928038
SSc_inflamed	Activation of IRF by Cytosolic Pattern Recognition Receptors	0.000212278177985303
SSc_inflamed	Acute Myeloid Leukemia Signaling	0.000190614881824702
SSc_inflamed	Acute Phase Response Signaling	2.94170971204544e-06
SSc_inflamed	Acyl Carrier Protein Metabolism	0.107638181571473
SSc_inflamed	Acyl-CoA Hydrolysis	1
SSc_inflamed	Adenine and Adenosine Salvage I	0.510504999975406
SSc_inflamed	Adenine and Adenosine Salvage III	0.457088189614875
SSc_inflamed	Adenosine Nucleotides Degradation II	0.580765353249272
SSc_inflamed	Adipogenesis pathway	1.99226376140782e-06
SSc_inflamed	Adrenomedullin signaling pathway	1.46262538747166e-08
SSc_inflamed	Agranulocyte Adhesion and Diapedesis	2.13347645439121e-05
SSc_inflamed	Agrin Interactions at Neuromuscular Junction	0.000593999417267455
SSc_inflamed	Airway Inflammation in Asthma	0.166380725077717
SSc_inflamed	Airway Pathology in Chronic Obstructive Pulmonary Disease	0.0101207685714243
SSc_inflamed	Alanine Biosynthesis II	0.380189396320561
SSc_inflamed	Alanine Degradation III	0.380189396320561
SSc_inflamed	Aldosterone Signaling in Epithelial Cells	7.83880310095686e-06
SSc_inflamed	All-trans-decaprenyl Diphosphate Biosynthesis	0.380189396320561
SSc_inflamed	Allograft Rejection Signaling	1
SSc_inflamed	Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	1
SSc_inflamed	Amyloid Processing	2.51603382452892e-05
SSc_inflamed	Amyotrophic Lateral Sclerosis Signaling	0.0382718989105364
SSc_inflamed	Anandamide Degradation	0.115877735615513
SSc_inflamed	Androgen Biosynthesis	0.904973585980816
SSc_inflamed	Androgen Signaling	3.01970554117403e-08
SSc_inflamed	Angiopoietin Signaling	1.74030202353403e-05
SSc_inflamed	Antigen Presentation Pathway	0.095919078474714
SSc_inflamed	Antioxidant Action of Vitamin C	0.000366910132547416
SSc_inflamed	Antiproliferative Role of Somatostatin Receptor 2	0.0012827172943316
SSc_inflamed	Antiproliferative Role of TOB in T Cell Signaling	1
SSc_inflamed	Apelin Adipocyte Signaling Pathway	0.000683192087192364
SSc_inflamed	Apelin Cardiac Fibroblast Signaling Pathway	4.07032522173889e-05
SSc_inflamed	Apelin Cardiomyocyte Signaling Pathway	0.00158403293955134
SSc_inflamed	Apelin Endothelial Signaling Pathway	6.54088609874925e-06
SSc_inflamed	Apelin Liver Signaling Pathway	0.00145232186929045
SSc_inflamed	Apelin Muscle Signaling Pathway	0.0201435974668865
SSc_inflamed	Apelin Pancreas Signaling Pathway	0.0740197914010816
SSc_inflamed	Apoptosis Signaling	4.01643337477608e-08
SSc_inflamed	April Mediated Signaling	0.000452532212160239
SSc_inflamed	Arginine Biosynthesis IV	0.374973002245483
SSc_inflamed	Arginine Degradation I (Arginase Pathway)	0.55816587808048
SSc_inflamed	Arginine Degradation VI (Arginase 2 Pathway)	0.490907876152603
SSc_inflamed	Arsenate Detoxification I (Glutaredoxin)	0.287739841473567
SSc_inflamed	Aryl Hydrocarbon Receptor Signaling	6.52478959750624e-10
SSc_inflamed	Ascorbate Recycling (Cytosolic)	0.510504999975406
