key	IngenuityCanonicalPathways	GroupCount	AllMolecules	pathsize	M_activated_ratio	M_inhibited_ratio	M_noZ_ratio	M_notSig_ratio	J_activated_ratio	J_inhibited_ratio	J_noZ_ratio	J_notSig_ratio	M_GlobalActivated	M_GlobalInhibited	M_GlobalNoDirection	M_GlobalNotSignificant	J_GlobalActivated	J_GlobalInhibited	J_GlobalNoDirection	J_GlobalNotSignificant	activeTissue	inactiveTissue	clustersGlobal	subclusters
X181	Heme Biosynthesis from Uroporphyrinogen-III I	9	CPOX,FECH,PPOX,UROD	4	0	0	0.166666666666667	0.333333333333333	0	0	0.416666666666667	0.0833333333333333	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.20
X182	Hepatic Cholestasis	1	ADCY7,CHUK,CLCF1,IL18RAP,IL1B,IL1R1,IL36G,IRAK2,LBP,LY96,MAP3K14,MAPK8,NFKB1,NFKB2,PPRC1,PRKAG1,PRKAR2A,PRKCA,PRKCD,PRKCE,PRKCH,PRKD3,RARA,RELA,SLC4A2,TNF,TNFRSF1A,TNFRSF1B,TRAF2	29	0	0	0	0.5	0	0	0.0833333333333333	0.416666666666667	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.13
X183	Hepatic Fibrosis / Hepatic Stellate Cell Activation	15	ACTA2,BAMBI,BCL2,CCL5,CD14,COL11A1,COL12A1,COL15A1,COL16A1,COL18A1,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,CSF1,Col17a1,ECE1,EGFR,FAS,FGFR1,FLT1,FN1,ICAM1,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IGF1,IGF1R,IGFBP3,IGFBP4,IGFBP5,IL10RA,IL18RAP,IL1B,IL1R1,IL1R2,IL4R,IL6,IL6R,KLF6,LBP,LY96,MET,MMP13,MMP2,MMP9,MYL4,MYL6,MYL9,NFKB1,NFKB2,PDGFA,PDGFRA,RELA,SERPINE1,SMAD2,SMAD4,SMAD7,STAT1,TGFB1,TGFBR1,TGFBR2,TIMP1,TIMP2,TNF,TNFRSF1A,TNFRSF1B,VCAM1	76	0	0	0.416666666666667	0.0833333333333333	0	0	0.416666666666667	0.0833333333333333	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.13
X184	Hepatic Fibrosis Signaling Pathway	12	ACTA2,AKT1,AKT2,ARAF,ATF2,AXIN1,BAMBI,BCL2,BMPR2,BRAF,CASP3,CCDC88A,CCL5,CCND1,CEBPB,CHUK,COL18A1,COL1A1,COL1A2,COL3A1,COL5A3,CREB1,CREB3,CREBBP,CYBB,Cdc42,DVL1,DVL2,EZH2,FGFR1,FLT1,FNBP1,FOXO1,FOXO4,FTH1,FTL,FZD5,GNAI3,HRAS,IKBKB,IL18RAP,IL1B,IL1R1,IL1R2,IL1RN,IL36G,IRAK1,IRAK2,IRAK3,IRAK4,IRS2,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,JAK2,KLF9,KRAS,LEF1,LRP6,MAP2K1,MAP2K2,MAP2K4,MAPK13,MAPK14,MAPK3,MAPK8,MMP13,MTOR,MYC,MYL4,MYL6,MYL9,MYLPF,NCF1,NCF2,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PDCD4,PDGFA,PDGFRA,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAC1,RAC2,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,ROCK1,ROCK2,RPS6KB1,RRAS,RRAS2,SDHA,SERPINE1,SMAD2,SMAD4,SMAD7,SOS1,SOS2,SP1,SPP1,TCF3,TCF4,TCF7L2,TFRC,TGFB1,TGFBR1,TGFBR2,TGFBR3,TIMP1,TNF,TNFRSF1A,TNFRSF1B,TRAF6,TRPM7,TTN,Tcf7,VCAM1	153	0.125	0.166666666666667	0.0416666666666667	0.166666666666667	0.333333333333333	0	0	0.166666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.6
X185	Hereditary Breast Cancer Signaling	9	AKT1,AKT2,ARID2,ATM,ATR,BLM,BRD7,CCND1,CDK1,CDK4,CDK6,CREBBP,E2F1,EP300,FANCM,GADD45A,GADD45G,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC7,HLTF,HRAS,KRAS,MSH2,MSH6,NBN,NRAS,PBRM1,PHF10,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2L,RAD50,RALA,RAP2A,RAP2B,RASD1,RB1,RFC1,RFC2,RFC3,RFC4,RPA1,RRAS,RRAS2,SFN,SMARCA2,SMARCA4,SMARCB1,SMARCC2,SMARCD2,SMARCE1,TP53,UBC,XPC	72	0	0	0.333333333333333	0.166666666666667	0	0	0.0833333333333333	0.416666666666667	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.5
X186	Huntington's Disease Signaling	15	AKT1,AKT2,AP2A2,APAF1,ATF2,ATP5F1C,ATP5MC1,BCL2L1,BET1L,CAPN1,CAPN2,CAPN7,CASP1,CASP3,CASP4,CASP6,CASP8,CDK5,CDK5R1,CLTA,CLTB,CLTC,CREB1,CREB3,CREBBP,CTSD,CYCS,DCTN1,DNM1L,DNM2,EGFR,EP300,GLS,GNA11,GNA15,GNAQ,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,GOSR1,GOSR2,GPAA1,GRB2,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC7,HIP1,HRAS,HSPA14,HSPA1A/HSPA1B,HSPA8,HSPA9,HTT,IGF1,IGF1R,ITPR1,MAP2K4,MAPK3,MAPK8,MTOR,NAPG,NCOR2,NSF,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCB4,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2L,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PSME1,PSME2,PSME3,PSME4,RASA1,RCOR1,REST,SDHA,SGK1,SHC1,SIN3A,SNCA,SOS1,SOS2,SP1,STX16,TAF4,TCERG1,TGM2,TP53,UBC,VAMP2,VAMP3,VTI1A,VTI1B	121	0.166666666666667	0.208333333333333	0	0.125	0.416666666666667	0.0833333333333333	0	0	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.2
X187	Hypoxia Signaling in the Cardiovascular System	2	ARNT,ATF2,ATM,CDC34,CSNK1D,EP300,MDM2,NFKBIE,TP53,UBE2C,UBE2E3,UBE2G1,UBE2I,UBE2J1,UBE2J2,UBE2L3,UBE2L6,UBE2N,UBE2O,UBE2Q1,UBE2Q2,UBE2R2,UBE2W,UBE2Z,VHL	25	0	0.0416666666666667	0	0.458333333333333	0.0833333333333333	0	0	0.416666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	2	2.11
X188	IGF-1 Signaling	16	AKT1,AKT2,BAD,CSNK2A1,CSNK2B,FOXO1,FOXO3,GRB10,GRB2,HRAS,IGF1,IGF1R,IGFBP2,IGFBP3,IGFBP4,IGFBP5,IGFBP6,IGFBP7,IRS2,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,MAPK8,NRAS,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PRKACB,PRKAG1,PRKAR2A,PRKCI,PTPN11,PXN,RAF1,RALA,RAP2A,RAP2B,RASA1,RASD1,RPS6KB1,RRAS,RRAS2,SFN,SHC1,SOCS1,SOCS2,SOCS4,SOCS5,SOCS7,SOS1,SOS2,SRF,YWHAE,YWHAG,YWHAQ	62	0.375	0.0416666666666667	0.0416666666666667	0.0416666666666667	0.416666666666667	0	0	0.0833333333333333	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.1
X189	IL-1 Signaling	6	ADCY7,CHUK,GNA11,GNA13,GNA15,GNAI3,GNAQ,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,IKBKB,IL1R1,IRAK2,IRAK3,IRAK4,MAP3K14,MAPK13,MAPK14,MAPK8,NFKB1,NFKB2,NFKBIB,NFKBIE,PRKACB,PRKAG1,PRKAR2A,RELA,TAB2,TOLLIP,TRAF6	33	0.0833333333333333	0.0833333333333333	0.0416666666666667	0.291666666666667	0.0833333333333333	0	0	0.416666666666667	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.13
X19	Agranulocyte Adhesion and Diapedesis	6	ACTA2,CCL3L3,CCL4,CCL5,CD34,CDH5,CKLF,CLDN1,CLDN4,CXCL10,CXCL12,CXCL14,CXCL16,CXCR2,Ccl6,Ccl7,Ccl8,Ccl9,Cxcl3,FN1,GNAI3,ICAM1,ICAM2,IL1B,IL1R1,IL36G,ITGA4,ITGA5,ITGB1,ITGB2,MMP12,MMP13,MMP14,MMP19,MMP2,MMP3,MMP8,MMP9,MYL4,MYL6,MYL9,PECAM1,RDX,SELL,SELPLG,TNF,TNFRSF1A,VCAM1,XCL1	49	0	0	0.0833333333333333	0.416666666666667	0	0	0.333333333333333	0.166666666666667	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.9
X190	IL-10 Signaling	7	ARG2,BLVRA,CCR1,CD14,CHUK,FCGR2A,HMOX1,IKBKB,IL10RA,IL18RAP,IL1B,IL1R1,IL1RN,IL36G,IL4R,IL6,LBP,MAP2K4,MAP3K14,MAPK13,MAPK14,MAPK8,NFKB1,NFKB2,NFKBID,NFKBIE,RELA,SP1,TNF,TRAF6	30	0	0	0.125	0.375	0	0	0.333333333333333	0.166666666666667	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.13
X191	IL-12 Signaling and Production in Macrophages	6	AKT1,AKT2,APOD,APOE,CHUK,CLU,EP300,IFNGR1,IKBKB,IRF8,JMJD6,LYZ,MAF,MAP2K1,MAP2K2,MAP3K8,MAPK13,MAPK14,MAPK3,MAPK8,MYD88,NCOA1,NFKB1,NFKB2,NFKBIB,PCYOX1,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RBP4,RELA,S100A8,SPI1,STAT1,STAT4,STAT6,TGFB1,TLR2,TNF,TRAF6	50	0	0	0.208333333333333	0.291666666666667	0	0	0.0833333333333333	0.416666666666667	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	1	1.2
X192	IL-15 Production	8	ABL1,ABL2,AXL,BLK,BMX,BTK,CLK2,CLK3,CSF2RA,CSK,DDR2,DYRK1A,EGFR,EPHA2,FES,FGFR1,FGR,FLT1,FLT3LG,FYN,HCK,IGF1R,IL6,IRF3,ITK,JAK2,LCK,LMTK2,MAP2K1,MAP2K4,MAP3K11,MET,NFKB1,NFKB2,PDGFRA,PEAK1,PRKCI,PTK2B,RELA,RYK,STAT1,TXK	42	0.125	0.0833333333333333	0	0.291666666666667	0.25	0	0	0.25	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.9
X193	IL-15 Signaling	8	AKT1,AKT1S1,AKT2,BCL2L1,HRAS,IL2RB,IL2RG,JAK2,KRAS,LCK,MAP2K1,MAP2K2,MAPK13,MAPK14,MAPK3,MTOR,MYC,NFKB1,NFKB2,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RPS6KB1,RRAS,RRAS2,SHC1,STAT5A,STAT5B,STAT6	39	0.0416666666666667	0.208333333333333	0	0.25	0.166666666666667	0	0	0.333333333333333	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.5
X194	IL-17 Signaling	1	AKT2,HRAS,IL1B,IL36G,IL6,MAPK13,MAPK14,MAPK3,MAPK8,MMP13,MMP2,MMP3,MMP9,OSM,PIK3CB,RAP2A,RRAS,TNF,TRAF2,TRAF5,TRAF6	21	0	0.0416666666666667	0	0.458333333333333	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	not_sig	inhibited	2	2.13
X195	IL-17A Signaling in Gastric Cells	7	CCL5,CXCL10,EGFR,MAP2K4,MAPK13,MAPK14,MAPK3,MAPK8,NFKB1,RELA,TNF	11	0	0.125	0	0.375	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	2	2.21
X196	IL-2 Signaling	10	AKT1,AKT2,CSNK2A1,CSNK2B,GRB2,HRAS,IL2RB,IL2RG,KRAS,LCK,MAP2K1,MAP2K2,MAPK3,MAPK8,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PTK2B,PTPN11,RAF1,RALA,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SHC1,SOCS1,SOS1,SOS2,STAT5A,STAT5B	36	0.0416666666666667	0.166666666666667	0	0.291666666666667	0.416666666666667	0	0	0.0833333333333333	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.5
X197	IL-22 Signaling	3	AKT1,AKT2,IL10RB,MAP2K4,MAPK13,MAPK14,MAPK3,MAPK8,STAT1,STAT5A,STAT5B	11	0.0416666666666667	0.0416666666666667	0	0.416666666666667	0.0833333333333333	0	0	0.416666666666667	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.21
X198	IL-23 Signaling Pathway	1	IL1B,JAK2,NFKB1,NFKB2,PIK3C3,PIK3CB,RELA,RUNX1,STAT4,TNF	10	0	0	0	0.5	0.0833333333333333	0	0	0.416666666666667	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.13
X199	IL-3 Signaling	12	AKT1,AKT2,BAD,CHP1,CSF2RB,FOXO1,GRB2,HRAS,INPP5D,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,NRAS,PAK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PPP3CB,PPP3R1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAC1,RAF1,RALA,RAP2A,RAP2B,RAPGEF1,RASD1,RRAS,RRAS2,SHC1,SOS1,STAT1,STAT5A,STAT5B,STAT6	47	0.125	0.166666666666667	0	0.208333333333333	0.416666666666667	0	0	0.0833333333333333	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.8
X2	1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	1	INPP5A,INPP5D,INPP5K,ITPKB,SYNJ1	5	0	0	0	0.5	0.0833333333333333	0	0	0.416666666666667	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.1
X20	Agrin Interactions at Neuromuscular Junction	7	ACTA1,ACTA2,AGRN,ARHGEF6,ARHGEF7,DAG1,DVL1,EGFR,GABPA,GABPB1,HRAS,ITGA4,KRAS,LAMB1,LAMC1,MAP2K4,MAPK3,MAPK8,NRAS,PAK1,PAK2,PXN,RAC1,RAC2,RAP2A,RAP2B,RASD1,RRAS,RRAS2,UTRN	30	0.0416666666666667	0.125	0.0416666666666667	0.291666666666667	0.166666666666667	0	0	0.333333333333333	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.1
X200	IL-4 Signaling	7	AKT1,AKT2,FCER2,GRB2,HLA-A,HLA-DMB,HLA-DOA,HLA-DOB,HRAS,IL13RA1,IL4R,INPP5D,INPP5F,INPP5K,IRF4,JAK2,KRAS,MTOR,NFATC3,NR3C1,NRAS,PIK3C3,PIK3CB,PIK3CD,PIK3R5,RAP2A,RAP2B,RASD1,RPS6KB1,RRAS,RRAS2,SHC1,SOCS1,SOS1,SOS2,STAT6,SYNJ1	37	0	0	0.166666666666667	0.333333333333333	0	0	0.25	0.25	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	1	1.5
X201	IL-6 Signaling	10	AKT1,AKT2,CD14,CEBPB,CHUK,COL1A1,CSNK2A1,CSNK2B,GRB2,HRAS,HSPB1,IKBKB,IL18RAP,IL1B,IL1R1,IL1R2,IL1RN,IL36G,IL6,IL6R,IL6ST,JAK2,KRAS,LBP,MAP2K1,MAP2K2,MAP2K4,MAP3K14,MAPK13,MAPK14,MAPK3,MAPK8,MAPKAPK2,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PTPN11,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,SHC1,SOCS1,SOS1,SOS2,SRF,TNF,TNFAIP6,TNFRSF1A,TNFRSF1B,TRAF2,TRAF6	65	0.0416666666666667	0.208333333333333	0	0.25	0.333333333333333	0	0	0.166666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.6
X202	IL-7 Signaling Pathway	16	AKT1,AKT2,BAD,BAK1,BCL2,BCL6,CCND1,CCND3,CDC25A,CDK2,CXCR5,FOXO1,FOXO3,FOXO4,FYN,GRB2,GSK3A,IGHG1,IGHM,IL2RG,IL7R,Ighd,LYN,MAPK13,MAPK14,MAPK3,MET,MYC,NFATC1,PAX5,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,SHC1,SLC2A1,SOCS1,SOS1,SOS2,STAT1,STAT5A,STAT5B	46	0.25	0.125	0.0416666666666667	0.0833333333333333	0.5	0	0	0	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.2
X203	IL-8 Signaling	16	AKT1,AKT2,ARAF,ARRB2,BCL2,BCL2L1,BRAF,CCND1,CCND3,CHUK,CR2,CSTB,CXCR2,CYBB,Cdc42,EGFR,EIF4EBP1,FLT1,FNBP1,GNA13,GNAI3,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,HBEGF,HMOX1,HRAS,IKBKB,IRAK1,IRAK2,IRAK3,IRAK4,ITGAV,ITGB2,KRAS,LASP1,LIMK2,MAP2K1,MAP2K2,MAP2K4,MAP4K4,MAPK3,MAPK8,MMP2,MMP9,MPO,MTOR,MYL9,NCF1,NCF2,NFKB1,NFKBIB,NRAS,PAK2,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLD3,PLD4,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTGS2,PTK2B,RAC1,RAC2,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,ROCK1,ROCK2,RPS6KB1,RRAS,RRAS2,TRAF6,VASP,VCAM1	101	0.166666666666667	0.208333333333333	0.0416666666666667	0.0833333333333333	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.6
X204	IL-9 Signaling	4	BCL3,CISH,IRS2,NFKB1,NFKB2,PIK3C3,PIK3CB,PIK3CD,PIK3R5,RELA,SOCS2,STAT1,STAT5A,STAT5B,TNF	15	0.0416666666666667	0.0416666666666667	0	0.416666666666667	0.166666666666667	0	0	0.333333333333333	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.13
X205	ILK Signaling	7	ACTA1,ACTA2,ACTN1,ACTN4,AKT1,AKT2,ARHGEF6,ATF2,CASP3,CCND1,CFL2,CREB1,CREB3,CREBBP,Cdc42,DSP,FERMT2,FLNA,FLNB,FN1,FNBP1,GSK3A,ILK,IRS2,ITGB1,ITGB2,LEF1,LIMS1,MAP2K4,MAPK3,MAPK8,MMP9,MTOR,MYC,MYL4,MYL6,MYL9,NFKB1,NFKB2,PDPK1,PIK3C2A,PIK3C3,PIK3CB,PIK3R1,PIK3R5,PPP1R14B,PPP2CB,PPP2R1A,PPP2R3A,PPP2R5D,PPP2R5E,PTGS2,PTPA,PXN,RAC1,RAC2,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RICTOR,RND1,RND3,RPS6KA5,RSU1,TNF,TNFRSF1A,VIM	73	0	0.166666666666667	0	0.333333333333333	0.166666666666667	0	0.0833333333333333	0.25	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.4
X206	Induction of Apoptosis by HIV1	11	APAF1,BAK1,BBC3,BCL2,BCL2L1,BID,BIRC2,BIRC3,CASP3,CASP8,CHUK,CXCR4,CYCS,DAXX,DIABLO,FAS,HTRA2,IKBKB,MAP2K4,MAP3K14,MAP3K5,MAPK8,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,RELA,TNF,TNFRSF1A,TNFRSF1B,TP53,TRAF1,TRAF2	34	0.0416666666666667	0.166666666666667	0.0416666666666667	0.25	0.416666666666667	0	0	0.0833333333333333	0	0.5	0	0	0.5	0	0	0	activated	inhibited	2	2.3
X207	Inflammasome pathway	8	AIM2,CASP8,IL1B,MYD88,NEK7,NFKB1,NFKB2,NLRP3,PANX1,PYCARD	10	0.166666666666667	0	0.0833333333333333	0.25	0.166666666666667	0	0	0.333333333333333	0.5	0	0	0	0.5	0	0	0	activated	activated	2	2.13
X208	Inhibition of ARE-Mediated mRNA Degradation Pathway	12	AGO2,AKT1,AKT2,CNOT1,CNOT10,CNOT11,CNOT2,CNOT3,CNOT4,CNOT6,CNOT7,CNOT8,CNOT9,DCP2,DIS3,EDC4,EXOSC1,EXOSC10,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC8,LTB,MAPK13,MAPK14,MAPK3,MAPK6,MAPK7,MAPKAPK2,PABPN1,PAPOLA,PPP2CB,PPP2R1A,PPP2R3A,PPP2R5D,PPP2R5E,PRKACB,PRKAG1,PRKAR2A,PSME1,PSME2,PSME3,PSME4,PTPA,SFN,TIA1,TNF,TNFRSF1A,TNFRSF1B,XRN1,YWHAE,YWHAG,YWHAQ,ZFP36L1	55	0.0416666666666667	0.166666666666667	0.0416666666666667	0.25	0.416666666666667	0.0833333333333333	0	0	0	0.5	0	0	0.5	0	0	0	activated	inhibited	2	2.11
X209	Inhibition of Angiogenesis by TSP1	8	AKT1,AKT2,CASP3,CD36,CD47,FYN,HSPG2,MAP2K4,MAPK13,MAPK14,MAPK8,MMP9,SDC1,SDC2,TGFB1,TGFBR1,TGFBR2,THBS1,TP53	19	0	0.0833333333333333	0.208333333333333	0.208333333333333	0.0833333333333333	0	0	0.416666666666667	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.21
X21	Airway Inflammation in Asthma	1	ELANE,MMP9,OSM,RNASE2	4	0	0	0.0416666666666667	0.458333333333333	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.4
X210	Inhibition of Matrix Metalloproteases	11	ADAM10,HSPG2,LRP1,MMP12,MMP13,MMP14,MMP19,MMP2,MMP3,MMP8,MMP9,SDC1,SDC2,THBS2,TIMP1,TIMP2,TIMP3	17	0.25	0.0833333333333333	0.0416666666666667	0.125	0	0.166666666666667	0	0.333333333333333	0.5	0	0	0	0	0.5	0	0	inhibited	activated	2	2.9
X211	Inosine-5'-phosphate Biosynthesis II	7	ADSL,ATIC,PAICS	3	0	0	0.0833333333333333	0.416666666666667	0	0	0.416666666666667	0.0833333333333333	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.4
X212	Inositol Pyrophosphates Biosynthesis	2	IP6K1,IP6K2,IPMK,PPIP5K2	4	0	0	0.0833333333333333	0.416666666666667	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.4
X213	Insulin Receptor Signaling	13	ACLY,AKT1,AKT2,BAD,CBL,CRK,EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2B5,EIF4E,EIF4EBP1,FOXO1,FOXO3,FOXO4,FYN,GRB10,GRB2,GSK3A,HRAS,INPP5D,INPP5F,INPP5K,IRS2,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,MAPK8,MTOR,NCK1,NRAS,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PPP1R10,PPP1R11,PPP1R14B,PPP1R7,PRKACB,PRKAG1,PRKAR2A,PRKCI,PTPN1,PTPN11,PTPRF,Ppp1cc,RAF1,RALA,RAP2A,RAP2B,RAPGEF1,RASD1,RHOQ,RPS6KB1,RRAS,RRAS2,SGK1,SHC1,SOS1,SOS2,STX4,SYNJ1,TRIP10,TSC1,VAMP2	73	0.0833333333333333	0.166666666666667	0.0416666666666667	0.208333333333333	0.25	0.25	0	0	0	0.5	0	0	0	0	0.5	0	no_direction	inhibited	1	1.1
X214	Insulin Secretion Signaling Pathway	11	ADCY7,AGO2,ATF2,BET1L,CAMK2D,CAMK2G,CLCN3,CPE,CREB1,CREB3,CREBBP,CRTC2,DLAT,DLD,EIF2A,EIF2AK3,EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2B5,EIF2S3,EIF4A3,EIF4E,EIF4EBP1,EIF4EBP2,EIF4G1,EIF4G3,FGR,FURIN,FYN,GNA11,GNA15,GNAQ,GOSR1,GOSR2,GPAA1,HCK,ITPR1,ITPR2,ITPR3,JAK2,KLF11,LCK,LYN,MAPK13,MAPK14,MAPK3,MTOR,NAPG,NSF,PABPC1,PAIP1,PDHB,PDIA3,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCB4,PLCG2,PLCL2,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RPS6KA5,RPS6KB1,SEC11A,SEC11C,SEC61A1,SEC61G,SLC2A1,SLC2A3,SPCS1,SPCS3,SRP14,SRP68,SRP72,SSR1,SSR2,STAT1,STAT2,STAT4,STAT5A,STAT5B,STAT6,STX16,VAMP2,VAMP3,VTI1A,VTI1B	101	0.208333333333333	0.0833333333333333	0	0.208333333333333	0.25	0.0833333333333333	0	0.166666666666667	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.2
X215	Integrin Signaling	6	ABL1,ACTA2,ACTN1,ACTN4,AKT1,AKT2,ARF3,ARF4,ARHGAP26,ARHGEF7,ARPC1A,ASAP1,Arf2,BCAR3,BRAF,CAPN1,CAPN2,CAPN7,CAV1,CRK,Cdc42,FNBP1,FYN,GIT1,GRB2,GSN,HRAS,ILK,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,KRAS,LIMS1,MAP2K1,MAP2K2,MAP2K4,MAP3K11,MAPK3,MAPK8,MYL9,NCK1,NEDD9,NRAS,PAK1,PAK2,PIK3C3,PIK3CB,PIK3R5,PIKFYVE,PXN,RAC1,RAC2,RAF1,RAP2A,RAP2B,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,ROCK1,RRAS,RRAS2,SHC1,SOS1,SOS2,TLN1,TSPAN4,TTN,VASP,WAS,Wasl	80	0.0833333333333333	0.0833333333333333	0	0.333333333333333	0.166666666666667	0	0	0.333333333333333	0	0	0.5	0	0.5	0	0	0	activated	no_direction	1	1.4
